age,sex,job,housing,saving_accounts,credit_amount,duration,purpose,risk,income,education,marital_status,number_of_children,credit_score,credit_assignment
38,female,2,own,little,26827.5,24,radio/TV,good,499535.0,Bachelor's Degree,Single,1,Low,Yes
38,female,2,own,little,26827.5,24,radio/TV,good,499535.0,Bachelor's Degree,Single,1,Low,Yes
38,female,2,own,little,26827.5,24,radio/TV,good,499535.0,Bachelor's Degree,Single,1,Low,Yes
38,female,2,own,little,26827.5,24,radio/TV,good,499535.0,Bachelor's Degree,Single,1,Low,Yes
34,male,1,free,little,67270.0,48,business,bad,495891.0,Bachelor's Degree,Single,3,Average,No
34,male,1,free,little,67270.0,48,business,bad,495891.0,Bachelor's Degree,Single,3,Average,No
34,male,1,free,little,67270.0,48,business,bad,495891.0,Bachelor's Degree,Single,3,Average,No
34,male,1,free,little,67270.0,48,business,bad,495891.0,Bachelor's Degree,Single,3,Average,No
24,male,1,own,little,38745.0,12,radio/TV,good,494647.0,Doctorate,Married,0,Average,Yes
24,male,1,own,little,38745.0,12,radio/TV,good,494647.0,Doctorate,Married,0,Average,Yes
26,male,2,own,rich,24185.0,24,business,good,493433.0,High School Diploma,Single,0,Low,No
26,male,2,own,little,24185.0,24,business,good,493433.0,High School Diploma,Single,0,Low,No
42,male,2,own,little,58292.5,12,furniture/equipment,good,493049.0,Master's Degree,Married,3,High,Yes
38,male,2,own,little,14070.0,12,radio/TV,good,491419.0,High School Diploma,Single,3,High,No
38,male,2,own,little,14070.0,12,radio/TV,good,491419.0,High School Diploma,Single,3,High,No
55,male,2,own,little,120260.0,24,furniture/equipment,bad,491012.0,Bachelor's Degree,Single,3,High,Yes
55,male,2,own,little,120260.0,24,furniture/equipment,bad,491012.0,Bachelor's Degree,Single,3,High,Yes
23,male,2,rent,little,22697.5,12,radio/TV,good,487463.0,Doctorate,Single,3,High,Yes
23,male,2,rent,little,22697.5,12,radio/TV,good,487463.0,Doctorate,Single,3,High,Yes
43,female,1,own,little,26530.0,24,radio/TV,good,484043.0,Bachelor's Degree,Married,1,High,Yes
39,male,2,free,moderate,180197.5,48,car,bad,481616.0,Doctorate,Single,1,Average,No
32,male,2,own,moderate,80202.5,30,furniture/equipment,good,472359.0,Bachelor's Degree,Married,1,Low,Yes
30,male,2,own,little,139405.0,26,car,good,472358.0,Associates's Degree,Single,2,Average,No
30,male,2,own,little,139405.0,26,car,good,472358.0,Associates's Degree,Single,2,Average,No
30,male,2,own,little,139405.0,26,car,good,472358.0,Associates's Degree,Single,2,Average,No
30,male,2,own,little,139405.0,26,car,good,472358.0,Associates's Degree,Single,2,Average,No
30,male,2,own,little,139405.0,26,car,good,472358.0,Associates's Degree,Single,2,Average,No
50,male,2,own,little,27545.0,12,furniture/equipment,good,472291.0,High School Diploma,Single,0,Low,No
50,male,2,own,little,27545.0,12,furniture/equipment,good,472291.0,High School Diploma,Single,0,Low,No
27,male,1,own,little,20440.0,12,car,good,469372.0,Doctorate,Single,2,High,No
27,male,1,own,moderate,20440.0,12,car,good,469372.0,Doctorate,Single,2,High,No
25,female,1,own,little,46042.5,15,repairs,good,466424.0,High School Diploma,Single,2,Low,Yes
25,female,1,own,little,46042.5,15,repairs,good,466424.0,High School Diploma,Single,2,Low,Yes
25,female,1,own,little,46042.5,15,repairs,good,466424.0,High School Diploma,Single,2,Low,Yes
25,female,1,own,little,46042.5,15,repairs,good,466424.0,High School Diploma,Single,2,Low,Yes
31,male,2,own,little,63892.5,12,car,good,466053.0,Master's Degree,Married,2,High,Yes
31,male,2,own,little,63892.5,12,car,good,466053.0,Master's Degree,Married,2,High,Yes
55,female,3,own,little,24920.0,12,furniture/equipment,good,462016.0,Bachelor's Degree,Single,0,Low,No
28,male,2,own,little,21857.5,24,car,good,461297.0,Master's Degree,Single,2,High,Yes
40,male,3,own,little,23765.0,24,vacation/others,bad,459841.0,High School Diploma,Married,3,Average,No
38,male,3,free,moderate,185902.5,30,car,good,457714.0,Bachelor's Degree,Single,1,Low,Yes
23,female,1,own,little,36767.5,13,radio/TV,good,455283.0,Doctorate,Married,0,Average,Yes
29,female,2,own,little,87552.5,21,car,bad,451264.0,Master's Degree,Married,3,Average,Yes
29,female,2,own,little,87552.5,21,car,bad,451264.0,Master's Degree,Married,3,Average,Yes
37,male,1,own,moderate,37065.0,9,radio/TV,good,444239.0,Associates's Degree,Married,0,Average,No
37,male,1,own,little,37065.0,9,radio/TV,good,444239.0,Associates's Degree,Married,0,Average,No
37,male,1,own,little,37065.0,9,radio/TV,good,444239.0,Associates's Degree,Married,0,Average,No
37,male,1,own,moderate,37065.0,9,radio/TV,good,444239.0,Associates's Degree,Married,0,Average,No
37,male,1,own,quite rich,37065.0,9,radio/TV,good,444239.0,Associates's Degree,Married,0,Average,No
42,male,2,own,little,45097.5,12,furniture/equipment,good,443475.0,Associates's Degree,Single,0,High,No
42,male,2,own,little,45097.5,12,furniture/equipment,good,443475.0,Associates's Degree,Single,0,High,No
42,male,2,own,moderate,45097.5,12,furniture/equipment,good,443475.0,Associates's Degree,Single,0,High,No
31,male,2,own,little,48562.5,18,car,bad,440598.0,Associates's Degree,Married,3,Average,No
39,female,2,own,little,20790.0,21,business,bad,433290.0,Bachelor's Degree,Married,2,High,Yes
38,male,2,own,little,13195.0,12,education,good,431245.0,High School Diploma,Married,1,High,No
40,female,2,own,quite rich,23135.0,11,car,good,430546.0,Doctorate,Married,3,Low,No
40,female,2,own,little,23135.0,11,car,good,430546.0,Doctorate,Married,3,Low,No
40,female,2,own,little,23135.0,11,car,good,430546.0,Doctorate,Married,3,Low,No
29,male,2,own,quite rich,90632.5,36,furniture/equipment,bad,429394.0,Associates's Degree,Single,3,High,Yes
28,male,2,own,quite rich,72957.5,24,furniture/equipment,good,428840.0,Doctorate,Married,2,High,Yes
28,male,2,own,little,72957.5,24,furniture/equipment,good,428840.0,Doctorate,Married,2,High,Yes
54,female,2,rent,little,130060.0,36,car,good,427630.0,Associates's Degree,Single,1,High,No
54,female,2,rent,little,130060.0,36,car,good,427630.0,Associates's Degree,Single,1,High,No
54,female,2,rent,moderate,130060.0,36,car,good,427630.0,Associates's Degree,Single,1,High,No
54,female,2,rent,little,130060.0,36,car,good,427630.0,Associates's Degree,Single,1,High,No
50,male,2,own,little,27282.5,24,business,good,427581.0,Doctorate,Single,0,High,No
33,male,2,own,little,53007.5,15,car,good,427252.0,Associates's Degree,Married,3,Average,No
33,male,2,own,little,53007.5,15,car,good,427252.0,Associates's Degree,Married,3,Average,No
33,male,2,own,rich,53007.5,15,car,good,427252.0,Associates's Degree,Married,3,Average,No
47,male,1,own,little,23030.0,15,radio/TV,good,424832.0,Bachelor's Degree,Single,0,Average,Yes
47,male,1,own,little,23030.0,15,radio/TV,good,424832.0,Bachelor's Degree,Single,0,Average,Yes
47,male,1,own,little,23030.0,15,radio/TV,good,424832.0,Bachelor's Degree,Single,0,Average,Yes
47,male,1,own,quite rich,23030.0,15,radio/TV,good,424832.0,Bachelor's Degree,Single,0,Average,Yes
47,male,1,own,little,23030.0,15,radio/TV,good,424832.0,Bachelor's Degree,Single,0,Average,Yes
47,male,1,own,moderate,23030.0,15,radio/TV,good,424832.0,Bachelor's Degree,Single,0,Average,Yes
47,male,1,own,little,23030.0,15,radio/TV,good,424832.0,Bachelor's Degree,Single,0,Average,Yes
39,female,1,own,rich,11655.0,6,car,good,421823.0,Associates's Degree,Single,0,High,No
50,male,2,rent,little,21630.0,6,car,good,421088.0,Bachelor's Degree,Single,0,High,Yes
50,male,2,rent,quite rich,21630.0,6,car,good,421088.0,Bachelor's Degree,Single,0,High,Yes
27,male,3,free,moderate,160247.5,60,radio/TV,good,416764.0,Bachelor's Degree,Single,0,Low,No
22,female,2,own,little,29225.0,9,radio/TV,bad,415232.0,Associates's Degree,Single,2,Average,No
22,female,2,own,little,29225.0,9,radio/TV,bad,415232.0,Associates's Degree,Single,2,Average,No
22,female,2,own,little,29225.0,9,radio/TV,bad,415232.0,Associates's Degree,Single,2,Average,No
30,male,3,own,little,77962.5,36,business,bad,414710.0,Master's Degree,Married,3,Average,No
30,male,3,own,little,77962.5,36,business,bad,414710.0,Master's Degree,Married,3,Average,No
30,male,3,own,little,77962.5,36,business,bad,414710.0,Master's Degree,Married,3,Average,No
30,male,3,own,little,77962.5,36,business,bad,414710.0,Master's Degree,Married,3,Average,No
22,female,1,own,little,14105.0,15,business,good,414243.0,Bachelor's Degree,Married,2,Low,Yes
22,female,1,own,little,14105.0,15,business,good,414243.0,Bachelor's Degree,Married,2,Low,Yes
22,female,1,own,little,14105.0,15,business,good,414243.0,Bachelor's Degree,Married,2,Low,Yes
22,female,1,own,moderate,14105.0,15,business,good,414243.0,Bachelor's Degree,Married,2,Low,Yes
22,female,2,rent,moderate,23905.0,9,radio/TV,bad,412820.0,High School Diploma,Married,2,Low,No
22,female,2,rent,little,23905.0,9,radio/TV,bad,412820.0,High School Diploma,Married,2,Low,No
22,female,2,rent,little,23905.0,9,radio/TV,bad,412820.0,High School Diploma,Married,2,Low,No
22,male,1,rent,little,4830.0,9,car,good,411287.0,Master's Degree,Married,1,Low,Yes
31,male,1,own,little,33740.0,18,furniture/equipment,bad,409756.0,Doctorate,Married,1,Average,No
74,male,1,own,little,60340.0,5,business,good,407917.0,Associates's Degree,Single,2,Average,No
22,male,2,own,quite rich,26495.0,15,repairs,good,407084.0,High School Diploma,Single,2,High,No
22,male,2,own,little,26495.0,15,repairs,good,407084.0,High School Diploma,Single,2,High,No
22,male,2,own,little,26495.0,15,repairs,good,407084.0,High School Diploma,Single,2,High,No
22,male,2,own,little,26495.0,15,repairs,good,407084.0,High School Diploma,Single,2,High,No
55,male,2,free,little,27212.5,12,repairs,bad,390938.0,Master's Degree,Married,0,Average,Yes
26,male,2,own,little,73675.0,36,radio/TV,bad,389898.0,Associates's Degree,Married,3,High,No
26,male,2,own,little,73675.0,36,radio/TV,bad,389898.0,Associates's Degree,Married,3,High,No
26,male,2,own,moderate,73675.0,36,radio/TV,bad,389898.0,Associates's Degree,Married,3,High,No
26,male,2,own,little,73675.0,36,radio/TV,bad,389898.0,Associates's Degree,Married,3,High,No
26,male,2,own,quite rich,73675.0,36,radio/TV,bad,389898.0,Associates's Degree,Married,3,High,No
24,male,2,own,quite rich,162242.5,36,car,bad,386839.0,High School Diploma,Married,1,Low,Yes
24,male,2,own,little,162242.5,36,car,bad,386839.0,High School Diploma,Married,1,Low,Yes
24,male,2,own,little,162242.5,36,car,bad,386839.0,High School Diploma,Married,1,Low,Yes
24,male,2,own,moderate,162242.5,36,car,bad,386839.0,High School Diploma,Married,1,Low,Yes
24,male,2,own,little,162242.5,36,car,bad,386839.0,High School Diploma,Married,1,Low,Yes
43,male,2,own,rich,21052.5,6,car,good,384370.0,Associates's Degree,Married,2,Low,Yes
43,male,2,own,little,21052.5,6,car,good,384370.0,Associates's Degree,Married,2,Low,Yes
31,male,2,rent,quite rich,55317.5,24,business,bad,382189.0,Doctorate,Married,0,High,No
31,male,2,rent,little,55317.5,24,business,bad,382189.0,Doctorate,Married,0,High,No
42,female,2,own,little,66570.0,36,radio/TV,bad,374326.0,Master's Degree,Single,2,High,Yes
42,female,2,own,little,66570.0,36,radio/TV,bad,374326.0,Master's Degree,Single,2,High,Yes
42,female,2,own,little,66570.0,36,radio/TV,bad,374326.0,Master's Degree,Single,2,High,Yes
23,female,2,rent,little,37555.0,10,furniture/equipment,good,373954.0,Bachelor's Degree,Single,0,Average,No
23,female,2,rent,little,37555.0,10,furniture/equipment,good,373954.0,Bachelor's Degree,Single,0,Average,No
23,female,2,rent,little,37555.0,10,furniture/equipment,good,373954.0,Bachelor's Degree,Single,0,Average,No
23,female,2,rent,quite rich,37555.0,10,furniture/equipment,good,373954.0,Bachelor's Degree,Single,0,Average,No
27,male,2,own,little,67375.0,18,car,good,365790.0,Master's Degree,Married,3,High,Yes
27,male,2,own,little,67375.0,18,car,good,365790.0,Master's Degree,Married,3,High,Yes
30,female,3,own,moderate,89180.0,48,furniture/equipment,bad,356514.0,High School Diploma,Married,0,Low,No
30,female,3,own,little,89180.0,48,furniture/equipment,bad,356514.0,High School Diploma,Married,0,Low,No
27,male,2,own,little,104965.0,40,education,bad,356443.0,Bachelor's Degree,Single,1,Average,Yes
20,female,2,own,quite rich,27597.5,11,furniture/equipment,good,350533.0,Master's Degree,Married,1,High,No
20,female,2,own,little,27597.5,11,furniture/equipment,good,350533.0,Master's Degree,Married,1,High,No
20,female,2,own,little,27597.5,11,furniture/equipment,good,350533.0,Master's Degree,Married,1,High,No
20,female,2,own,little,27597.5,11,furniture/equipment,good,350533.0,Master's Degree,Married,1,High,No
29,male,2,own,little,20457.5,18,radio/TV,good,349997.0,Doctorate,Married,0,Low,Yes
35,male,3,own,little,66150.0,18,furniture/equipment,good,343532.0,Associates's Degree,Married,3,Low,Yes
35,male,3,own,rich,66150.0,18,furniture/equipment,good,343532.0,Associates's Degree,Married,3,Low,Yes
35,male,3,own,quite rich,66150.0,18,furniture/equipment,good,343532.0,Associates's Degree,Married,3,Low,Yes
35,male,3,own,little,66150.0,18,furniture/equipment,good,343532.0,Associates's Degree,Married,3,Low,Yes
22,male,2,own,little,35682.5,24,radio/TV,bad,342729.0,Doctorate,Married,2,Low,No
50,male,2,own,little,92627.5,27,business,bad,342547.0,Bachelor's Degree,Single,0,Average,No
31,male,3,rent,little,34352.5,12,radio/TV,good,341658.0,Master's Degree,Married,3,Low,No
31,male,3,rent,little,34352.5,12,radio/TV,good,341658.0,Master's Degree,Married,3,Low,No
36,male,1,own,little,74217.5,24,business,bad,338850.0,Master's Degree,Single,3,Low,Yes
30,male,2,free,little,53707.5,24,furniture/equipment,good,337649.0,High School Diploma,Single,0,High,Yes
47,male,2,own,moderate,41177.5,21,car,good,337195.0,Master's Degree,Married,3,High,Yes
47,male,2,own,little,41177.5,21,car,good,337195.0,Master's Degree,Married,3,High,Yes
47,male,2,own,little,41177.5,21,car,good,337195.0,Master's Degree,Married,3,High,Yes
36,male,2,rent,rich,127697.5,60,business,bad,336463.0,Associates's Degree,Married,2,High,No
36,male,2,rent,rich,127697.5,60,business,bad,336463.0,Associates's Degree,Married,2,High,No
25,female,2,own,little,61407.5,18,radio/TV,good,332129.0,Master's Degree,Single,1,High,No
25,female,2,own,moderate,61407.5,18,radio/TV,good,332129.0,Master's Degree,Single,1,High,No
44,male,2,free,little,177222.5,48,car,bad,331949.0,Doctorate,Single,3,High,No
44,male,2,free,little,177222.5,48,car,bad,331949.0,Doctorate,Single,3,High,No
44,male,2,free,little,177222.5,48,car,bad,331949.0,Doctorate,Single,3,High,No
32,female,2,own,little,80692.5,6,furniture/equipment,bad,329254.0,High School Diploma,Single,1,Low,Yes
23,female,2,own,little,34002.5,18,repairs,bad,327454.0,Bachelor's Degree,Married,3,High,Yes
23,female,2,own,moderate,34002.5,18,repairs,bad,327454.0,Bachelor's Degree,Married,3,High,Yes
31,male,1,own,little,172497.5,36,business,good,327208.0,Master's Degree,Married,3,Average,No
31,male,1,own,little,172497.5,36,business,good,327208.0,Master's Degree,Married,3,Average,No
31,male,1,own,little,172497.5,36,business,good,327208.0,Master's Degree,Married,3,Average,No
31,male,1,own,little,172497.5,36,business,good,327208.0,Master's Degree,Married,3,Average,No
31,male,1,own,little,172497.5,36,business,good,327208.0,Master's Degree,Married,3,Average,No
38,male,1,own,little,22890.0,15,repairs,good,325690.0,Doctorate,Single,1,Low,Yes
38,male,1,own,moderate,22890.0,15,repairs,good,325690.0,Doctorate,Single,1,Low,Yes
23,female,2,own,quite rich,22312.5,10,furniture/equipment,good,317732.0,Doctorate,Single,0,High,Yes
23,female,2,rent,little,21280.0,18,car,bad,317436.0,Associates's Degree,Single,1,High,No
23,female,2,rent,little,21280.0,18,car,bad,317436.0,Associates's Degree,Single,1,High,No
33,male,1,own,little,12722.5,12,radio/TV,bad,313811.0,Associates's Degree,Married,3,Low,Yes
21,male,2,rent,rich,53042.5,45,radio/TV,bad,312287.0,High School Diploma,Married,1,Low,No
21,male,2,rent,little,53042.5,45,radio/TV,bad,312287.0,High School Diploma,Married,1,Low,No
21,male,2,rent,quite rich,53042.5,45,radio/TV,bad,312287.0,High School Diploma,Married,1,Low,No
27,female,2,own,moderate,51275.0,12,radio/TV,good,309201.0,Doctorate,Married,3,Low,Yes
32,male,2,own,moderate,27160.0,24,radio/TV,good,308348.0,Master's Degree,Married,2,Average,Yes
32,male,2,own,little,27160.0,24,radio/TV,good,308348.0,Master's Degree,Married,2,Average,Yes
32,male,2,own,rich,27160.0,24,radio/TV,good,308348.0,Master's Degree,Married,2,Average,Yes
32,male,2,own,little,27160.0,24,radio/TV,good,308348.0,Master's Degree,Married,2,Average,Yes
31,male,2,rent,little,40285.0,36,radio/TV,bad,305244.0,Doctorate,Single,1,High,Yes
33,male,2,rent,little,16625.0,15,car,bad,301926.0,Doctorate,Married,1,Average,No
27,male,2,own,quite rich,28997.5,12,furniture/equipment,good,299889.0,High School Diploma,Married,1,High,Yes
27,male,2,own,little,28997.5,12,furniture/equipment,good,299889.0,High School Diploma,Married,1,High,Yes
27,male,2,own,little,28997.5,12,furniture/equipment,good,299889.0,High School Diploma,Married,1,High,Yes
45,male,1,own,rich,30625.0,6,radio/TV,good,298592.0,Master's Degree,Married,0,Low,No
30,male,2,free,little,50085.0,36,car,good,297320.0,Associates's Degree,Single,1,Average,No
30,male,2,free,rich,50085.0,36,car,good,297320.0,Associates's Degree,Single,1,Average,No
41,male,2,own,little,69632.5,48,radio/TV,good,296811.0,Associates's Degree,Married,1,Average,Yes
41,male,2,own,moderate,69632.5,48,radio/TV,good,296811.0,Associates's Degree,Married,1,Average,Yes
50,male,2,free,little,108920.0,48,education,bad,293301.0,Associates's Degree,Married,1,Average,Yes
43,male,2,own,little,38447.5,24,car,good,288385.0,Associates's Degree,Married,1,High,No
43,male,2,own,moderate,38447.5,24,car,good,288385.0,Associates's Degree,Married,1,High,No
43,male,2,own,little,38447.5,24,car,good,288385.0,Associates's Degree,Married,1,High,No
27,female,2,own,moderate,54652.5,24,car,bad,286105.0,Bachelor's Degree,Single,0,High,No
27,female,2,own,moderate,54652.5,24,car,bad,286105.0,Bachelor's Degree,Single,0,High,No
27,female,2,own,little,54652.5,24,car,bad,286105.0,Bachelor's Degree,Single,0,High,No
27,male,2,own,little,45727.5,36,repairs,good,286014.0,Master's Degree,Single,1,High,Yes
27,male,2,own,little,45727.5,36,repairs,good,286014.0,Master's Degree,Single,1,High,Yes
38,male,1,own,rich,26162.5,12,car,good,285123.0,Bachelor's Degree,Married,0,Average,No
63,male,2,own,little,51170.0,24,car,good,282113.0,Doctorate,Single,0,Low,Yes
63,male,2,own,moderate,51170.0,24,car,good,282113.0,Doctorate,Single,0,Low,Yes
32,male,2,rent,little,205800.0,39,education,good,281414.0,Master's Degree,Married,3,Low,Yes
32,male,2,rent,little,205800.0,39,education,good,281414.0,Master's Degree,Married,3,Low,Yes
32,male,2,rent,little,205800.0,39,education,good,281414.0,Master's Degree,Married,3,Low,Yes
32,male,2,rent,little,205800.0,39,education,good,281414.0,Master's Degree,Married,3,Low,Yes
26,male,2,rent,little,61565.0,6,car,good,279194.0,High School Diploma,Married,2,Average,Yes
26,male,2,rent,little,61565.0,6,car,good,279194.0,High School Diploma,Married,2,Average,Yes
30,female,2,own,little,16065.0,9,furniture/equipment,bad,276636.0,Master's Degree,Single,2,Low,Yes
30,female,2,own,quite rich,16065.0,9,furniture/equipment,bad,276636.0,Master's Degree,Single,2,Low,Yes
44,male,2,own,little,60987.5,20,car,good,271870.0,Associates's Degree,Single,0,High,No
34,male,1,own,little,209965.0,30,repairs,bad,271857.0,Bachelor's Degree,Single,2,Low,No
37,female,2,own,little,35385.0,24,car,good,266695.0,Bachelor's Degree,Married,2,High,No
37,female,2,own,little,35385.0,24,car,good,266695.0,Bachelor's Degree,Married,2,High,No
37,female,2,own,little,35385.0,24,car,good,266695.0,Bachelor's Degree,Married,2,High,No
37,female,2,own,quite rich,35385.0,24,car,good,266695.0,Bachelor's Degree,Married,2,High,No
25,female,2,own,little,39165.0,18,radio/TV,good,265268.0,Bachelor's Degree,Single,2,Low,No
25,female,2,own,rich,39165.0,18,radio/TV,good,265268.0,Bachelor's Degree,Single,2,Low,No
25,female,2,own,quite rich,39165.0,18,radio/TV,good,265268.0,Bachelor's Degree,Single,2,Low,No
25,female,2,own,little,39165.0,18,radio/TV,good,265268.0,Bachelor's Degree,Single,2,Low,No
25,female,2,own,little,39165.0,18,radio/TV,good,265268.0,Bachelor's Degree,Single,2,Low,No
25,female,2,own,little,39165.0,18,radio/TV,good,265268.0,Bachelor's Degree,Single,2,Low,No
26,female,1,rent,rich,74900.0,30,business,bad,265059.0,Bachelor's Degree,Married,2,Low,No
36,male,2,own,moderate,24010.0,12,car,bad,264247.0,Master's Degree,Single,0,Average,No
36,male,2,own,little,24010.0,12,car,bad,264247.0,Master's Degree,Single,0,Average,No
52,male,2,own,little,38902.5,24,radio/TV,good,264032.0,Doctorate,Single,3,High,Yes
52,male,2,own,little,38902.5,24,radio/TV,good,264032.0,Doctorate,Single,3,High,Yes
34,female,2,own,quite rich,26687.5,24,car,good,262129.0,Doctorate,Single,0,Low,No
30,male,2,free,little,58607.5,24,furniture/equipment,bad,260433.0,Bachelor's Degree,Married,0,Average,No
30,male,2,free,moderate,58607.5,24,furniture/equipment,bad,260433.0,Bachelor's Degree,Married,0,Average,No
30,male,2,free,little,58607.5,24,furniture/equipment,bad,260433.0,Bachelor's Degree,Married,0,Average,No
30,male,2,free,little,58607.5,24,furniture/equipment,bad,260433.0,Bachelor's Degree,Married,0,Average,No
32,male,1,own,moderate,21542.5,10,car,good,259982.0,Bachelor's Degree,Single,3,Low,No
64,female,2,own,little,13177.5,6,radio/TV,good,257425.0,Master's Degree,Married,2,Low,Yes
24,female,2,free,little,100502.5,24,education,good,256534.0,High School Diploma,Single,2,Low,No
22,male,2,own,little,25865.0,9,radio/TV,bad,253124.0,Bachelor's Degree,Single,1,High,No
22,male,2,own,moderate,25865.0,9,radio/TV,bad,253124.0,Bachelor's Degree,Single,1,High,No
22,male,2,own,little,25865.0,9,radio/TV,bad,253124.0,Bachelor's Degree,Single,1,High,No
22,male,2,own,little,25865.0,9,radio/TV,bad,253124.0,Bachelor's Degree,Single,1,High,No
22,male,2,own,little,25865.0,9,radio/TV,bad,253124.0,Bachelor's Degree,Single,1,High,No
22,male,2,own,moderate,25865.0,9,radio/TV,bad,253124.0,Bachelor's Degree,Single,1,High,No
30,male,2,own,little,81497.5,15,car,good,253002.0,Master's Degree,Single,1,High,No
30,male,2,own,moderate,81497.5,15,car,good,253002.0,Master's Degree,Single,1,High,No
30,male,2,own,little,81497.5,15,car,good,253002.0,Master's Degree,Single,1,High,No
30,male,2,own,little,81497.5,15,car,good,253002.0,Master's Degree,Single,1,High,No
30,male,2,own,rich,81497.5,15,car,good,253002.0,Master's Degree,Single,1,High,No
24,female,2,rent,little,22312.5,15,domestic appliances,bad,252698.0,Bachelor's Degree,Single,1,High,Yes
24,female,2,rent,quite rich,22312.5,15,domestic appliances,bad,252698.0,Bachelor's Degree,Single,1,High,Yes
24,female,2,rent,quite rich,22312.5,15,domestic appliances,bad,252698.0,Bachelor's Degree,Single,1,High,Yes
47,male,2,own,little,24377.5,12,education,good,251895.0,Bachelor's Degree,Married,3,Average,No
41,male,2,own,little,37030.0,6,furniture/equipment,good,251808.0,Bachelor's Degree,Single,2,Average,Yes
27,male,2,own,little,49350.0,36,car,bad,247130.0,High School Diploma,Single,3,Average,Yes
27,male,2,own,little,49350.0,36,car,bad,247130.0,High School Diploma,Single,3,Average,Yes
29,male,2,free,little,37607.5,12,radio/TV,bad,245804.0,High School Diploma,Married,3,Low,Yes
41,male,1,own,moderate,45150.0,21,business,bad,243318.0,Doctorate,Single,0,High,No
41,male,1,own,little,45150.0,21,business,bad,243318.0,Doctorate,Single,0,High,No
32,male,3,free,little,82005.0,36,car,good,239161.0,Associates's Degree,Single,0,Average,No
32,male,3,free,little,82005.0,36,car,good,239161.0,Associates's Degree,Single,0,Average,No
32,male,3,free,little,82005.0,36,car,good,239161.0,Associates's Degree,Single,0,Average,No
35,male,0,own,little,27107.5,9,car,good,236647.0,Bachelor's Degree,Married,2,Average,Yes
35,male,0,own,little,27107.5,9,car,good,236647.0,Bachelor's Degree,Married,2,Average,Yes
35,male,0,own,quite rich,27107.5,9,car,good,236647.0,Bachelor's Degree,Married,2,Average,Yes
35,male,0,own,little,27107.5,9,car,good,236647.0,Bachelor's Degree,Married,2,Average,Yes
35,male,0,own,little,27107.5,9,car,good,236647.0,Bachelor's Degree,Married,2,Average,Yes
26,male,2,own,little,13282.5,12,car,bad,229373.0,Associates's Degree,Married,3,Average,Yes
26,male,2,own,little,13282.5,12,car,bad,229373.0,Associates's Degree,Married,3,Average,Yes
26,male,2,own,little,13282.5,12,car,bad,229373.0,Associates's Degree,Married,3,Average,Yes
26,male,2,own,moderate,13282.5,12,car,bad,229373.0,Associates's Degree,Married,3,Average,Yes
26,male,2,own,little,13282.5,12,car,bad,229373.0,Associates's Degree,Married,3,Average,Yes
26,male,2,own,little,13282.5,12,car,bad,229373.0,Associates's Degree,Married,3,Average,Yes
24,male,2,own,moderate,37537.5,36,business,bad,228548.0,Associates's Degree,Single,2,Average,No
24,male,2,own,little,37537.5,36,business,bad,228548.0,Associates's Degree,Single,2,Average,No
24,male,2,own,little,37537.5,36,business,bad,228548.0,Associates's Degree,Single,2,Average,No
45,male,2,own,little,40302.5,24,car,bad,217687.0,Bachelor's Degree,Married,2,Average,No
45,male,2,own,little,40302.5,24,car,bad,217687.0,Bachelor's Degree,Married,2,Average,No
36,male,2,free,rich,12250.0,6,radio/TV,good,214442.0,High School Diploma,Single,0,Low,No
34,female,2,own,little,26127.5,12,radio/TV,good,210369.0,Bachelor's Degree,Married,0,Average,No
34,female,2,own,moderate,26127.5,12,radio/TV,good,210369.0,Bachelor's Degree,Married,0,Average,No
24,male,2,own,little,114800.0,48,car,bad,208973.0,Master's Degree,Married,2,Low,Yes
36,male,2,own,little,72887.5,18,business,bad,208187.0,High School Diploma,Single,2,High,Yes
36,male,2,own,little,72887.5,18,business,bad,208187.0,High School Diploma,Single,2,High,Yes
36,male,2,own,little,72887.5,18,business,bad,208187.0,High School Diploma,Single,2,High,Yes
35,male,1,rent,rich,24815.0,10,car,good,207947.0,Master's Degree,Single,3,Average,Yes
35,male,1,rent,little,24815.0,10,car,good,207947.0,Master's Degree,Single,3,Average,Yes
34,male,3,own,quite rich,27842.5,21,furniture/equipment,good,207692.0,High School Diploma,Married,0,High,Yes
24,male,2,own,little,52780.0,12,radio/TV,good,207400.0,Doctorate,Single,0,High,Yes
24,male,2,own,little,52780.0,12,radio/TV,good,207400.0,Doctorate,Single,0,High,Yes
24,male,2,own,quite rich,52780.0,12,radio/TV,good,207400.0,Doctorate,Single,0,High,Yes
29,female,0,own,little,69825.0,36,domestic appliances,good,207211.0,Associates's Degree,Married,0,Average,No
29,female,0,own,moderate,69825.0,36,domestic appliances,good,207211.0,Associates's Degree,Married,0,Average,No
29,female,0,own,little,69825.0,36,domestic appliances,good,207211.0,Associates's Degree,Married,0,Average,No
29,female,0,own,little,69825.0,36,domestic appliances,good,207211.0,Associates's Degree,Married,0,Average,No
29,female,0,own,little,69825.0,36,domestic appliances,good,207211.0,Associates's Degree,Married,0,Average,No
33,male,2,own,little,35892.5,18,radio/TV,good,203540.0,Master's Degree,Single,3,Low,No
33,male,2,own,little,35892.5,18,radio/TV,good,203540.0,Master's Degree,Single,3,Low,No
33,male,2,own,little,35892.5,18,radio/TV,good,203540.0,Master's Degree,Single,3,Low,No
